sample_origin,repo,test_id,framework,line,name,raw_code,assertion_chain_index,assertion_chain_length,chain_matcher_sequence_json,assertion_matcher,assertion_semantic_matcher_ast,assertion_subject_kind,assertion_subject_root_ast,assertion_subject_path_json,assertion_subject_text_ast,assertion_subject_semantic_role_ast,assertion_callback_intent_hint_ast,is_negated_assertion,promise_modifier,is_soft_assertion,is_grouped_assertion,assertion_group_kind,assertion_chain_raw_code,assertion_framework_context,assertion_library_syntax,verification_intent,verification_intent_final,verification_intent_evidence_basis,verification_intent_matched_signal,manual_chain_ok,manual_matcher_ok,manual_notes
,taiga-family/maskito,979b41519b0930f143074952aec2d980,Cypress,328,"cy.get('@input')
                        .type('12:')
                        .should","cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')",0,3,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value""]",should,have.value,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)",collection_size,,0,,0,0,none,"cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,979b41519b0930f143074952aec2d980,Cypress,328,"cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should","cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)",1,3,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value""]",should,have.a.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)",collection_size,,0,,0,0,none,"cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,979b41519b0930f143074952aec2d980,Cypress,328,"cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
          ","cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)",2,3,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value""]",should,have.a.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)",collection_size,,0,,0,0,none,"cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,979b41519b0930f143074952aec2d980,Cypress,328,"cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
          ","cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)
                        .type('{upArrow}')
                        .should('have.a.prop', 'selectionStart', '12:'.length)",3,6,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value""]",should,have.a.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""should"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)
                        .type('{",collection_size,,0,,0,0,none,"cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)
                        .type('{upArrow}')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)
                        .should('have.value', '12:01')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:collection_size,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,taiga-family/maskito,979b41519b0930f143074952aec2d980,Cypress,328,"cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
          ","cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)
                        .type('{upArrow}')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
        ...",11,12,"[""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value"", ""should:have.a.prop"", ""should:have.a.prop"", ""should:have.value""]",should,have.value,locator,should,"[""should"",""type"",""should"",""should"",""should"",""type"",""type"",""should"",""should"",""should"",""type"",""type"",""should"",""should"",""should""]","cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)
                        .type('{",collection_size,,0,,0,0,none,"cy.get('@input')
                        .type('12:')
                        .should('have.value', '12:')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)
                        .type('{upArrow}')
                        .should('have.a.prop', 'selectionStart', '12:'.length)
                        .should('have.a.prop', 'selectionEnd', '12:'.length)
                        .should('have.value', '12:01')
                        .type('{rightArrow}')
                        .type('{downArrow}'.repeat(2))
                        .should('have.a.prop', 'selectionStart', '12:5'.length)
                        .should('have.a.prop', 'selectionEnd', '12:5'.length)
                        .should('have.value', '12:59')
                        .type('{rightArrow}')
                        .type('{downArrow}'.repeat(4))
                        .should('have.a.prop', 'selectionStart', '12:55'.length)
                        .should('have.a.prop', 'selectionEnd', '12:55'.length)
                        .should('have.value', '12:55')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,25a8adcd993c16961cf2873add2ba26d,Cypress,121,"cy.get('#masked')
            .type('910')
            .should","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)",0,2,"[""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""should""]","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:haveprop;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,25a8adcd993c16961cf2873add2ba26d,Cypress,121,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')",1,2,"[""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.value,locator,cy,"[""cy"",""get"",""type"",""should"",""should""]","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,25a8adcd993c16961cf2873add2ba26d,Cypress,121,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)",2,4,"[""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""type"",""should"",""should""]","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:haveprop;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,25a8adcd993c16961cf2873add2ba26d,Cypress,121,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop'","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')",3,4,"[""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.value,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""type"",""should"",""should""]","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,25a8adcd993c16961cf2873add2ba26d,Cypress,121,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop'","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')
            .type('2')
            .should('have.prop', 'selectionStart', 8)",4,6,"[""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""type"",""should"",""should"",""type"",""should"",""should""]","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')
            .type('2')
      ",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')
            .type('2')
            .should('have.prop', 'selectionStart', 8)
            .should('have.value', '(91) 022')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:haveprop;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,25a8adcd993c16961cf2873add2ba26d,Cypress,121,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop'","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')
            .type('2')
            .should('have.prop', 'selectionStart', 8)
            .should('have.value', '(91) 022')",5,6,"[""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.value,locator,cy,"[""cy"",""get"",""type"",""should"",""should"",""type"",""should"",""should"",""type"",""should"",""should""]","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')
            .type('2')
      ",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')
            .type('2')
            .should('have.prop', 'selectionStart', 8)
            .should('have.value', '(91) 022')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,25a8adcd993c16961cf2873add2ba26d,Cypress,121,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop'","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')
            .type('2')
            .should('have.prop', 'selectionStart', 8)
            .should('have.value', '(91) 022')
    ...",13,14,"[""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.value,locator,type,"[""type"",""should"",""should"",""type"",""should"",""should"",""type"",""should"",""should"",""type"",""should"",""should"",""type"",""should"",""should""]","cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')
            .type('2')
      ",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('910')
            .should('have.prop', 'selectionStart', 6)
            .should('have.value', '(91) 0')
            .type('2')
            .should('have.prop', 'selectionStart', 7)
            .should('have.value', '(91) 02')
            .type('2')
            .should('have.prop', 'selectionStart', 8)
            .should('have.value', '(91) 022')
            .type('3')
            .should('have.prop', 'selectionStart', 9)
            .should('have.value', '(91) 0223')
            .type('2')
            .should('have.prop', 'selectionStart', 10)
            .should('have.value', '(91) 02232')
            .type('5')
            .should('have.prop', 'selectionStart', 12)
            .should('have.value', '(91) 02232-5')
            .type('5')
            .should('have.prop', 'selectionStart', 13)
            .should('have.value', '(91) 02232-55')
            .type('5')
            .should('have.prop', 'selectionStart', 14)
            .should('have.value', '(91) 02232-555')
            .type('2')
            .should('have.prop', 'selectionStart', 15)
            .should('have.value', '(91) 02232-5552')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,compiler-explorer/compiler-explorer,5751094c468426a1cb29159d5c45feba,Cypress,105,expect(text).to.include,expect(text).to.include(expectedText),0,1,"[""include""]",include,,unknown,expect,"[""expect"",""to"",""include""]",expect(text).to.include(expectedText),text_content_payload,,0,,0,1,callback,expect(text).to.include(expectedText),cypress,jest,content_correctness,content_correctness,ast_assertion_subject_semantic_role,subject_semantic_role:text_content_payload;matcher:include,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,cloudtogo/pageplug,b1f8f47aa3baf4f5abe10256ead71b1f,Cypress,223,expect(loc.href).to.eq,"expect(loc.href).to.eq(loc.origin + ""/applications"")",0,1,"[""eq""]",eq,,unknown,expect,"[""expect"",""to"",""eq""]","expect(loc.href).to.eq(loc.origin + ""/applications"")",scalar_property,,0,,0,1,callback,"expect(loc.href).to.eq(loc.origin + ""/applications"")",cypress,jest,navigation_outcome,navigation_outcome,lexical_navigation_context,location_or_url_subject_context,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,marmelab/react-admin,de7766cd11ee906df1d230582d371f21,Cypress,310,expect(el).to.have.value,expect(el).to.have.value('0'),0,1,"[""value""]",value,,unknown,expect,"[""expect"",""to"",""have"",""value""]",expect(el).to.have.value('0'),scalar_property,,0,,0,1,callback,expect(el).to.have.value('0'),cypress,jest,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_matcher,matcher:value;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,da87e4ae535d8d9cf97a37c10d7977e3,Cypress,206,"cy.get('#masked')
            .type('1234567890')
            .should","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')",0,1,"[""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.value,locator,cy,"[""cy"",""get"",""type"",""should""]","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,da87e4ae535d8d9cf97a37c10d7977e3,Cypress,206,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)",1,3,"[""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""type"",""should"",""should""]","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:haveprop;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,da87e4ae535d8d9cf97a37c10d7977e3,Cypress,206,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
  ","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')",2,3,"[""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.value,locator,cy,"[""cy"",""get"",""type"",""should"",""type"",""should"",""should""]","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,da87e4ae535d8d9cf97a37c10d7977e3,Cypress,206,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
  ","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 15)",3,5,"[""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.prop,locator,cy,"[""cy"",""get"",""type"",""should"",""type"",""should"",""should"",""type"",""should"",""should""]","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')
            .type('{backspace}')
            ",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 15)
            .should('have.value', '+7 (123) 456-78__')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:haveprop;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
,JsDaddy/ngx-mask,da87e4ae535d8d9cf97a37c10d7977e3,Cypress,206,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
  ","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 15)
            .should('have.value', '+7 (123) 456-78__')",4,5,"[""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value"", ""should:have.prop"", ""should:have.value""]",should,have.value,locator,cy,"[""cy"",""get"",""type"",""should"",""type"",""should"",""should"",""type"",""should"",""should""]","cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')
            .type('{backspace}')
            ",scalar_property,,0,,0,0,none,"cy.get('#masked')
            .type('1234567890')
            .should('have.value', '+7 (123) 456-7890')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 16)
            .should('have.value', '+7 (123) 456-789_')
            .type('{backspace}')
            .should('have.prop', 'selectionStart', 15)
            .should('have.value', '+7 (123) 456-78__')",cypress,cypress,value_or_attribute_correctness,value_or_attribute_correctness,ast_assertion_semantic_matcher,matcher:havevalue;value_attribute_current_matcher,correct,correct,Assertion chain grouping and matcher extraction match sampled evidence.
