repo,test_id,framework,line,name,raw_code,sync_pattern,sync_target,sync_placement,is_fixed_delay,sync_arg_kind,sync_call_kind_ast,sync_arg_kind_ast,is_condition_based,is_network_based,is_assertion_retry,is_framework_auto_wait_inferred,sync_evidence_basis,manual_sync_pattern_ok,manual_sync_pattern_should_be,manual_sync_target_ok,manual_sync_target_should_be,manual_sync_arg_kind_ok,manual_sync_arg_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
midas-research/audino,bd052cf69e87661f4f31468f7823e0f2,Cypress,40,cy.wait,cy.wait(waitTime),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(waitTime),false,,,
cloudtogo/pageplug,c696310ae6fcf55063421de8c4fa551b,Cypress,76,cy.wait,"cy.wait(""@getWorkspace"")",network_wait,network,hook,False,alias_literal,wait_api,network_alias,False,True,False,False,ast_string_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@getWorkspace"")",false,,,
cloudtogo/pageplug,e2fede59ed3c06d8623b04c02ff61e9b,Cypress,222,cy.location().should,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",false,,,
linode/manager,d55f2fcce60d82e5beecdc7265ee7f38,Cypress,376,cy.wait,cy.wait(Array(4).fill('@getMetrics')),network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_fill_alias,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(Array(4).fill('@getMetrics')),false,,,
mattermost/mattermost,5998e50d6ba73c1056d6d4a5793fe59a,Cypress,493,cy.wait,cy.wait(TIMEOUTS.HALF_SEC),fixed_delay,time,hook,True,constant_or_expression,wait_api,timeout_constant,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(TIMEOUTS.HALF_SEC),false,,,
super-productivity/super-productivity,773bc7631c6b5e446fc3195a147e97cd,Playwright,1038,page.waitForTimeout,page.waitForTimeout(UI_SETTLE_EXTENDED),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(UI_SETTLE_EXTENDED),false,,,
cloudtogo/pageplug,9da0074fcb4396cdb035e72899b53c2e,Cypress,947,cy.wait,"cy.wait(""@createSuperUser"")",network_wait,network,hook,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@createSuperUser"")",false,,,
pinterest/gestalt,ab79ae044f30574f8dc362d253d9fbe2,Playwright,13,"page
    .waitForFunction","page
    .waitForFunction(
      ({
        selector,
        args: {
          targetItems,
          targetItemsLT,
          targetItemsLTE,
          targetItemsGT,
          targetItemsGTE,
          scrollHeight,
        },
      }) => {
        const items = Array.from(document.querySelectorAll(selector));
        const loadedItems = items.filter((item) => item.style.visibilit...",predicate_or_custom_condition,predicate,helper,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForFunction(
      ({
        selector,
        args: {
          targetItems,
          targetItemsLT,
          targetItemsLTE,
          targetItemsGT,
          targetItemsGTE,
          scrollHeight,
        },
      }) => {
        const items = Array.from(document.querySelectorAll(selector));
        const loadedItems = items.filter((item) => item.style.visibilit...",false,,,
mozilla/fxa,23b21f4e1bcee053f45f265f2028e0e7,Playwright,939,page.waitForURL,page.waitForURL(/signin_passwordless_code/),navigation_or_load_wait,navigation,test_body,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForURL(/signin_passwordless_code/),false,,,
mattermost/mattermost,addd29393308a15e94c11cd1e63f3fd2,Cypress,197,"cy.findByRole('textbox', {name: 'Search and add channels'}).
                    should('be.focused').
                    type(testChannel.display_name, {force: true}).
                    wait","cy.findByRole('textbox', {name: 'Search and add channels'}).
                    should('be.focused').
                    type(testChannel.display_name, {force: true}).
                    wait(timeouts.HALF_SEC)",unresolved_custom_wait,,test_body,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.findByRole('textbox', {name: 'Search and add channels'}).
                    should('be.focused').
                    type(testChannel.display_name, {force: true}).
                    wait(timeouts.HALF_SEC)",false,,,
super-productivity/super-productivity,8a6fae1f98174e7d8bbc38b249d9f617,Playwright,114,loadingWrapper.waitFor,"loadingWrapper.waitFor({ state: 'hidden', timeout: 30000 })",element_state_wait,element,helper,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"loadingWrapper.waitFor({ state: 'hidden', timeout: 30000 })",false,,,
openobserve/openobserve,f54e9f6f45f5bfdbd923c7504baeae42,Playwright,126,page.waitForResponse,"page.waitForResponse(
    async (response) => {
      const url = response.url();
      const method = response.request().method();

      // Check if this is a DELETE request to dashboards endpoint
      const isDeleteEndpoint = method === 'DELETE' &&
                                /\/api\/.*\/dashboards\/\d+/.test(url);

      if (isDeleteEndpoint) {
        testLogger.debug(`Delete A...",network_wait,network,helper,False,,wait_api,,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(
    async (response) => {
      const url = response.url();
      const method = response.request().method();

      // Check if this is a DELETE request to dashboards endpoint
      const isDeleteEndpoint = method === 'DELETE' &&
                                /\/api\/.*\/dashboards\/\d+/.test(url);

      if (isDeleteEndpoint) {
        testLogger.debug(`Delete A...",false,,,
swimlane/ngx-ui,b0c7cf103753657023373a14bc4bc8e8,Cypress,85,cy.get('.ngx-date-time-dialog').should,cy.get('.ngx-date-time-dialog').should('not.exist'),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.get('.ngx-date-time-dialog').should('not.exist'),false,,,
linode/manager,68f6da25b74c621d9d33ba0d0e042984,Cypress,660,cy.wait,"cy.wait(['@deleteBucket', '@getBuckets'])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@deleteBucket', '@getBuckets'])",false,,,
openobserve/openobserve,37893968eedc3f1df3b0d0c48003d67d,Playwright,69,page.waitForResponse,"page.waitForResponse(
      (response) => {
        const url = response.url();
        return (
          ( /\/api\/.*\/dashboards/.test(url) ||
            /\/api\/.*\/folders/.test(url) ) &&
          response.status() === 200
        );
      },
      { timeout: 20000 }
    )",network_wait,network,helper,False,alias_expression,wait_api,network,False,True,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(
      (response) => {
        const url = response.url();
        return (
          ( /\/api\/.*\/dashboards/.test(url) ||
            /\/api\/.*\/folders/.test(url) ) &&
          response.status() === 200
        );
      },
      { timeout: 20000 }
    )",false,,,
openreplay/openreplay,13a6b4928fc8fa7d71a68af0c9d6a556,Cypress,78,cy.wait,cy.wait(SECOND * 3),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(SECOND * 3),false,,,
seek-oss/playroom,9d1d1908a757374db7758125c5f02c07,Cypress,496,cy.wait,cy.wait(CYPRESS_DEFAULT_WAIT_TIME),fixed_delay,time,helper,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(CYPRESS_DEFAULT_WAIT_TIME),false,,,
linode/manager,cde6ded40f63eccc938da45fa8a6d41f,Cypress,190,cy.wait,cy.wait(Array(6).fill('@getMetrics')),network_wait,network,hook,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_fill_alias,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(Array(6).fill('@getMetrics')),false,,,
cloudtogo/pageplug,e1b922f0c331f1434e20c1bc21283108,Cypress,222,cy.location().should,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",false,,,
super-productivity/super-productivity,7a17ddbf9ab4982436b7109288b21fd1,Playwright,173,page.waitForTimeout,page.waitForTimeout(200),fixed_delay,time,helper,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(200),false,,,
ValueCell-ai/ClawX,ef1a54183cb1f900f46b04a8a7b98958,Playwright,71,app.waitForEvent,"app.waitForEvent('window', { timeout: 2_000 })",event_wait,event,helper,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"app.waitForEvent('window', { timeout: 2_000 })",false,,,
openobserve/openobserve,c0866c87358549391bb7d27fb7271d9a,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
openobserve/openobserve,e60a8e609e5d793a46d66eaa5ae96a98,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
bbc/simorgh,3ef683b7ec99cfe090cf6ef68235cd1d,Cypress,323,cy.wait,cy.wait(requestAlias),unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(requestAlias),false,,,
appsmithorg/appsmith,d840d004dba86cca5e3a870c3a8cfecd,Cypress,215,cy.location().should,"cy.location().should((loc) => {
      if (redirectUrl) {
        expect(loc.href).to.eq(loc.origin + redirectUrl);
      } else {
        expect(loc.href).to.eq(loc.origin + ""/applications"");
      }
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      if (redirectUrl) {
        expect(loc.href).to.eq(loc.origin + redirectUrl);
      } else {
        expect(loc.href).to.eq(loc.origin + ""/applications"");
      }
    })",false,,,
mempool/mempool,ff29b5b08cd4c35eda3997af16948a04,Cypress,58,cy.waitUntil,"cy.waitUntil(() => {
    return Cypress.$('.skeleton-loader').length === 0;
  }, { verbose: true, description: 'waitForSkeletonGone', errorMsg: 'skeleton loaders never went away', timeout: 15000, interval: 50 })",predicate_or_custom_condition,predicate,hook,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.waitUntil(() => {
    return Cypress.$('.skeleton-loader').length === 0;
  }, { verbose: true, description: 'waitForSkeletonGone', errorMsg: 'skeleton loaders never went away', timeout: 15000, interval: 50 })",false,,,
FuelLabs/fuels-wallet,fd65aea179c8cc3c0f259d66c6f3f906,Playwright,609,context.waitForEvent,"context.waitForEvent('page', {
          predicate: (page) => page.url().includes(extensionId),
          timeout: 10_000,
        })",event_wait,event,test_body,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"context.waitForEvent('page', {
          predicate: (page) => page.url().includes(extensionId),
          timeout: 10_000,
        })",false,,,
UI5/webcomponents,33c312d4a16d0ac754b0b33b928c472a,Cypress,628,"cy.get(""#nli3a"")
			.shadow()
			.find("".ui5-nli-footer-showMore"")
			.shadow()
			.find("".ui5-link-root"")
			.should(""have.attr"", ""aria-label"", 'Less button. Show the texts with truncation')
			.and","cy.get(""#nli3a"")
			.shadow()
			.find("".ui5-nli-footer-showMore"")
			.shadow()
			.find("".ui5-link-root"")
			.should(""have.attr"", ""aria-label"", 'Less button. Show the texts with truncation')
			.and(""have.attr"", ""aria-expanded"", ""true"")",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get(""#nli3a"")
			.shadow()
			.find("".ui5-nli-footer-showMore"")
			.shadow()
			.find("".ui5-link-root"")
			.should(""have.attr"", ""aria-label"", 'Less button. Show the texts with truncation')
			.and(""have.attr"", ""aria-expanded"", ""true"")",false,,,
ionic-team/ionic-framework,10c68fe6966f94a5c0586e5c2f10a989,Playwright,339,expect(minutesColumn).toHaveJSProperty,"expect(minutesColumn).toHaveJSProperty('value', 45)",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(minutesColumn).toHaveJSProperty('value', 45)",false,,,
MyCryptoHQ/MyCrypto,401df23203d72266a4ff78f50a4e913a,TestCafe,37,t.wait,t.wait(FIXTURES_CONST.TIMEOUT),fixed_delay,time,test_body,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,t.wait(FIXTURES_CONST.TIMEOUT),false,,,
payloadcms/payload,cad9b33373e1c406dbf33610dac18168,Playwright,148,expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",assertion_retry_wait,assertion,hook,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(() => expect(page.locator('.template-default')).toBeVisible()).toPass({
    timeout: POLL_TOPASS_TIMEOUT,
  })",false,,,
CopilotKit/CopilotKit,7670830ea4edd1284b7b0548cef0c5e5,Playwright,55,"expect(
      suggestions.filter({ hasText: ""Escalate ticket #12347"" }).first(),
    ).toBeVisible","expect(
      suggestions.filter({ hasText: ""Escalate ticket #12347"" }).first(),
    ).toBeVisible({ timeout: 15_000 })",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(
      suggestions.filter({ hasText: ""Escalate ticket #12347"" }).first(),
    ).toBeVisible({ timeout: 15_000 })",false,,,
super-productivity/super-productivity,63e12b83d6931f7c57957417a563fd5b,Playwright,556,pageB.waitForSelector,"pageB.waitForSelector('magic-side-nav', { state: 'visible', timeout: 30000 })",element_state_wait,element,test_body,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"pageB.waitForSelector('magic-side-nav', { state: 'visible', timeout: 30000 })",false,,,
openreplay/openreplay,13a6b4928fc8fa7d71a68af0c9d6a556,Cypress,85,cy.wait,cy.wait(SECOND * 3),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(SECOND * 3),false,,,
super-productivity/super-productivity,bdc18d912dd9210be69f692b4ae4bfd4,Playwright,128,"page
    .waitForEvent","page
    .waitForEvent('download', { timeout: 90000 })",event_wait,event,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForEvent('download', { timeout: 90000 })",false,,,
linode/manager,2cc7919c0c8632c773053a016fa8e3e7,Cypress,153,cy.wait,"cy.wait(['@updateVPC', '@getVPCs'])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@updateVPC', '@getVPCs'])",false,,,
live-codes/livecodes,06915fe076665a427046166ebfa325d2,Playwright,44,app.waitForFunction,"app.waitForFunction(`document.activeElement.closest(""${selector}"") != null`)",predicate_or_custom_condition,predicate,helper,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"app.waitForFunction(`document.activeElement.closest(""${selector}"") != null`)",false,,,
appsmithorg/appsmith,9ffb40a99b3cc3caaf02d1aa9bb4f9e8,Cypress,569,cy.waitUntil,cy.waitUntil(() => input.hasFocus()),predicate_or_custom_condition,predicate,helper,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.waitUntil(() => input.hasFocus()),false,,,
bbc/simorgh,9175c8cda8c3e4a8a12ca4fdd7109384,Cypress,275,cy.wait,cy.wait(requestAlias),unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(requestAlias),false,,,
uber/baseweb,041408cb3ba74424609ed0c4d0220e74,Playwright,69,page.waitForEvent,page.waitForEvent('filechooser'),event_wait,event,test_body,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForEvent('filechooser'),false,,,
openreplay/openreplay,13a6b4928fc8fa7d71a68af0c9d6a556,Cypress,66,cy.wait,cy.wait(SECOND * 10),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(SECOND * 10),false,,,
ionic-team/ionic-framework,3ab05081d67c4d684e496e86419aa01f,Playwright,30,expect(itemEl).toHaveScreenshot,expect(itemEl).toHaveScreenshot(screenshot(`label-fixed`)),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,expect(itemEl).toHaveScreenshot(screenshot(`label-fixed`)),false,,,
openreplay/openreplay,13a6b4928fc8fa7d71a68af0c9d6a556,Cypress,102,cy.wait,cy.wait(SECOND * 0.5),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(SECOND * 0.5),false,,,
openobserve/openobserve,af73d43f9f55ea8bc6b9e74e0b82bde9,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
openreplay/openreplay,13a6b4928fc8fa7d71a68af0c9d6a556,Cypress,47,cy.wait,cy.wait(SECOND * 3),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(SECOND * 3),false,,,
bbc/simorgh,0e0364e5f0a61cf7c1b5f99168e0bc0f,Cypress,117,cy.wait,cy.wait(5000),fixed_delay,time,helper,True,literal_ms,wait_api,literal_ms,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(5000),false,,,
getpaseo/paseo,4beb4d4b40c8266d960b0cb8e7c83971,Playwright,179,"expect(page.getByTestId(""host-page-label-input"")).toBeVisible","expect(page.getByTestId(""host-page-label-input"")).toBeVisible()",assertion_retry_wait,assertion,helper,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(page.getByTestId(""host-page-label-input"")).toBeVisible()",false,,,
cloudtogo/pageplug,b804821728ca9e4f4bbff048e5034169,Cypress,233,cy.wait,cy.wait(2000),fixed_delay,time,hook,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(2000),false,,,
cloudtogo/pageplug,c36fff51a6c9650cf5d8f12fd8d296db,Cypress,94,cy.wait,"cy.wait(""@getConsolidatedData"")",network_wait,network,hook,False,alias_literal,wait_api,network_alias,False,True,False,False,ast_string_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@getConsolidatedData"")",false,,,
cloudtogo/pageplug,6f63c3631af280b827ec9ece13c0f7a4,Cypress,222,cy.location().should,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",false,,,
cloudtogo/pageplug,c1b0616388a3e81721270b4bbfacf3a3,Cypress,94,cy.wait,"cy.wait(""@getConsolidatedData"")",network_wait,network,hook,False,alias_literal,wait_api,network_alias,False,True,False,False,ast_string_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@getConsolidatedData"")",false,,,
appsmithorg/appsmith,0fd95775c360d7761191bcb7ebbcd6fe,Cypress,19,"cy.wait(500)
        .get(formWidgetsPage.treeSelectInput)
        .last()
        .click({ force: true })
        .wait","cy.wait(500)
        .get(formWidgetsPage.treeSelectInput)
        .last()
        .click({ force: true })
        .wait(500)",fixed_delay,time,test_body,True,literal_ms,wait_api,literal_ms,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(500)
        .get(formWidgetsPage.treeSelectInput)
        .last()
        .click({ force: true })
        .wait(500)",false,,,
appsmithorg/appsmith,22cadba10917ab8d7005202bd7c7d2d8,Cypress,133,cy.wait,cy.wait(2000),fixed_delay,time,hook,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(2000),false,,,
BuilderIO/builder,82828bb94c7d043aa3cf8199e66479f6,Playwright,58,cy.wait,"cy.wait([getProductReq, getProductReq])",unresolved_custom_wait,,test_body,False,,wait_api,array_expression,False,False,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait([getProductReq, getProductReq])",false,,,
cloudtogo/pageplug,cb95da12fc3c9eb6d29f228dcc53d26c,Cypress,222,cy.location().should,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",false,,,
super-productivity/super-productivity,55839c34a7f5ce211db920be6e75d747,Playwright,106,expect(tasks).toHaveCount,"expect(tasks).toHaveCount(2, { timeout: 10000 })",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(tasks).toHaveCount(2, { timeout: 10000 })",false,,,
mattermost/mattermost,24ffff8fea6f9f376a271ba41507e066,Cypress,110,"cy.uiGetPostTextBox().clear().type(`${MESSAGES.TINY}-recent ${customEmojiWithColons.slice(0, -1)}`).wait","cy.uiGetPostTextBox().clear().type(`${MESSAGES.TINY}-recent ${customEmojiWithColons.slice(0, -1)}`).wait(TIMEOUTS.TWO_SEC)",fixed_delay,time,test_body,True,constant_or_expression,wait_api,timeout_constant,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.uiGetPostTextBox().clear().type(`${MESSAGES.TINY}-recent ${customEmojiWithColons.slice(0, -1)}`).wait(TIMEOUTS.TWO_SEC)",false,,,
live-codes/livecodes,78a0b10d76b2da7bee75a3bf0cedbc10,Playwright,4,page.waitForSelector,"page.waitForSelector('iframe[name=""app""]')",element_state_wait,element,helper,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForSelector('iframe[name=""app""]')",false,,,
linode/manager,55f8cd0d438109ec355bb2383d48a998,Cypress,131,cy.wait,cy.wait(['@getPlacementGroups']),network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(['@getPlacementGroups']),false,,,
openobserve/openobserve,fda8e4d0e9383acbacfdc3ed19c4db48,Playwright,99,page.waitForFunction,"page.waitForFunction(
    () => {
      const dialog = document.querySelector('[data-test=""dialog-box""]');
      if (!dialog) return false;

      // Find the confirm button with data-test attribute inside dialog
      const button = dialog.querySelector('[data-test=""confirm-button""]');
      if (!button) return false;

      // Check if button is stable (has computed style and is not ani...",predicate_or_custom_condition,predicate,hook,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForFunction(
    () => {
      const dialog = document.querySelector('[data-test=""dialog-box""]');
      if (!dialog) return false;

      // Find the confirm button with data-test attribute inside dialog
      const button = dialog.querySelector('[data-test=""confirm-button""]');
      if (!button) return false;

      // Check if button is stable (has computed style and is not ani...",false,,,
